SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 3) Thrombolysis,C,C,C,D,D,D,C,C,D,D,B,C,C,D,C,C,C,E,E,D,D,D,D,D,D,D,D,D,D,C
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,D,E,E,D,C,C,C,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,C,C,E,E,C,E,E,E,D,C,C,A,B,B,A
Team-centred Domain levels: 6) Physiotherapy,A,B,A,A,B,A,C,B,B,B,A,A,A,A,B,C,D,C,D,C,D,D,D,C,B,B,A,B,A,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,D,D,D,E,E,E,E,E,A,A,A,A,A,A,A,B,B,B,D,D,D,E,E,E,C,C,C,E
Team-centred Domain levels: 8) MDT working,A,C,B,C,C,C,C,B,B,B,B,B,B,B,C,D,D,E,E,E,E,E,E,E,D,C,B,B,B,C
Team-centred Domain levels: 9) Standards by discharge,C,E,D,D,C,C,D,C,D,D,B,B,C,B,B,C,B,B,B,B,B,B,C,C,C,C,C,C,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,C,B,B,B,A,A,A,A,A,A,A,B,B,B,B,B,C,B,B,B,B,A,A,A,B,A
Team-centred KI level Team-centred Total KI level,C,D,C,D,D,D,C,C,C,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
Team-centred KI level Team-centred Total KI score,64,52,62,56,52,56,60,68,66,66,88,88,88,84,82.0,72,72,60.0,52.0,60.0,50.0,52.0,50.0,50.0,58.0,62.0,74.0,70.0,72.0,72.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,D,D,D,D,C,C,C,A,A,A,A,A,B,B,C,D,C,D,D,D,D,D,C,B,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,54.4,42,52.7,47.6,42,45.2,54,64.6,62.7,62.7,88,88,88,84,82.0,72,72,60.0,52.0,60.0,50.0,52.0,50.0,50.0,58.0,62.0,70.3,70.0,72.0,72.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,166,177,171,185,218,191,161,174,205,184,207,236,265,225,208,217,272,297,313,301,275,338,345,276,286,280,253,257,307
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,0.98,0.96,0.85,0.92,0.97,0.6,0.67,0.78,0.87,85%,0.81,0.83,90%,95%,94%,91%,86%,92%,97%,97%,97%,95%,82%,74%,84%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,2,0,53,79,71,48,31,78,87,94,106,93,98,113,81,63,41,43,22,53,91,66,76,85,68,60,75
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0,0.24,0.41,0.44,0.28,0.15,0.42,0.42,0.4,0.4,41%,0.47,0.52,30%,21%,13%,14%,8%,16%,26%,24%,27%,30%,27%,23%,24%
