SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 4) Specialist Assessments,B,C,B,B,B,B,B,B,B,B,C,D,E,D,D,D,C,A,A,A,B,B,B,A,A,A,A,B,B,B
Patient-centred Domain levels: 5) Occupational therapy,C,C,B,B,A,B,B,C,C,C,C,B,C,B,C,C,A,B,C,C,C,C,C,C,C,C,C,C,C,B
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,B,A,B,B,B,B,A,B,B,C,B,B,B,B,B,B,B,B,B,B,B,C,C,B,D,B,C
Patient-centred Domain levels: 7) Speech and Language therapy,D,D,C,C,C,D,C,C,C,C,B,B,B,B,C,C,C,D,D,D,C,C,C,C,B,B,A,C,C,C
Patient-centred Domain levels: 8) MDT working,C,D,C,D,C,D,C,C,C,B,B,B,D,C,B,A,B,A,A,A,B,C,B,B,B,B,B,B,B,B
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,D,D,C,C,C,C,B,C,C,C,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,C,B,B,B,C,B,B,B,B,B,B,C,C,C,C,C,A,B,B,B,B,B,B,B,B,A,C,B,B
Patient-centred KI level Patient-centred Total KI score,68,62,70,70,76,68,74,72,70,76,74,72,60,68,62.0,66,66,84.0,80.0,78.0,72.0,74.0,74.0,76.0,76.0,80.0,82.0,68.0,74.0,80.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,C,C,B,C,B,C,B,B,B,C,D,C,D,C,C,A,B,B,B,B,B,B,B,B,A,C,B,B
Patient-centred SSNAP level Patient-centred SSNAP score,57.8,55.8,66.5,66.5,72.2,68,74,68.4,70,76,70.3,68.4,57,64.6,58.9,62.7,62.7,84.0,76.0,78.0,72.0,74.0,70.3,76.0,76.0,80.0,82.0,68.0,74.0,80.0
Team-centred Domain levels: 1) Scanning,B,C,C,B,B,B,B,B,B,A,B,B,B,B,C,C,C,A,A,A,B,A,B,B,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,E,C,C,D,E,E,E,E,E,C,D,E,D,C
Team-centred Domain levels: 3) Thrombolysis,A,B,B,B,B,B,B,B,B,B,B,C,C,C,D,C,D,B,C,C,C,C,B,C,C,B,B,C,C,B
Team-centred Domain levels: 4) Specialist Assessments,B,C,B,B,B,B,B,B,B,B,C,D,E,D,D,D,C,A,A,A,B,B,B,B,B,A,A,B,B,B
Team-centred Domain levels: 5) Occupational therapy,C,C,B,B,A,B,A,C,C,B,C,B,C,B,C,C,B,B,C,C,C,D,C,C,C,C,D,D,C,C
Team-centred Domain levels: 6) Physiotherapy,B,B,B,B,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,D,B,C
Team-centred Domain levels: 7) Speech and Language therapy,D,D,D,C,C,D,D,C,C,C,B,B,B,B,C,C,B,D,D,D,C,C,C,C,B,B,A,C,C,C
Team-centred Domain levels: 8) MDT working,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,A,A,B,B,B,B,B,B,B,C,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B
Team-centred Domain levels: 10) Discharge processes,D,C,C,C,C,C,B,B,C,C,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,B,C,B,B,B,B,B,B,B,B,B,B,C,B,C,C,C,A,B,B,B,B,B,B,B,B,B,C,B,B
Team-centred KI level Team-centred Total KI score,70,66,70,74,78,72,78,76,72,80,76,72,66,70,64.0,66,66,84.0,80.0,78.0,72.0,70.0,72.0,70.0,74.0,80.0,78.0,64.0,74.0,76.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,B,B,B,B,B,B,B,B,C,C,C,C,C,C,A,B,B,B,B,C,B,B,B,B,C,B,B
Team-centred SSNAP level Team-centred SSNAP score,59.5,59.4,66.5,70.3,74.1,72,78,72.2,72,80,72.2,68.4,62.7,66.5,60.8,62.7,62.7,84.0,76.0,78.0,72.0,70.0,68.4,70.0,74.0,80.0,78.0,64.0,74.0,76.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,97,112,131,179,183,187,198,179,173,187,187,205,213,210,226,220,149,193,201,215,212,217,234,248,205,193,210,213,240
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.57,0.54,0.56,0.76,0.85,0.82,0.86,0.8,0.76,0.79,0.76,0.79,0.8,85%,0.87,0.83,91%,87%,87%,91%,93%,93%,90%,90%,84%,80%,85%,85%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,46,58,92,132,161,156,152,160,155,147,157,165,165,169,189,184,133,160,161,159,150,164,185,192,154,149,175,180,192
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.47,0.52,0.7,0.74,0.88,0.83,0.77,0.89,0.9,0.79,0.84,0.8,0.77,80%,0.84,0.84,89%,83%,80%,74%,71%,76%,79%,77%,75%,77%,83%,85%,80%
