SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 6) Physiotherapy,None entered,E,C,E,D,C,B,B,D,D,B,B,B,A,A,A,C,D,E,E,E,D,B,B,B,B,B,B,C,B
Team-centred Domain levels: 7) Speech and Language therapy,None entered,E,E,E,D,D,C,C,D,E,E,E,D,C,D,C,E,E,E,E,E,E,E,D,E,C,C,C,E,C
Team-centred Domain levels: 8) MDT working,C,D,B,B,B,A,B,B,B,B,B,B,C,B,B,B,B,B,B,B,C,C,C,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,None entered,E,D,B,B,B,B,B,B,B,B,B,B,A,B,C,B,B,B,C,B,A,B,A,A,A,A,A,B,A
Team-centred Domain levels: 10) Discharge processes,None entered,B,B,A,A,A,A,A,A,A,B,B,A,A,B,B,A,C,B,B,A,A,B,A,B,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,E,D,D,B,B,A,A,B,C,C,B,B,A,B,B,B,D,D,D,D,D,C,B,C,B,B,B,C,B
Team-centred KI level Team-centred Total KI score,44,34,58,56,70,74,82,86,76,66,66,72,74,86,74.0,78,70,48.0,50.0,46.0,48.0,58.0,62.0,70.0,68.0,78.0,76.0,80.0,64.0,74.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,C,B,A,A,B,C,C,B,B,A,B,B,B,D,D,D,D,D,C,B,C,B,B,B,C,B
Team-centred SSNAP level Team-centred SSNAP score,23.8,30.7,55.1,53.2,66.5,74,82,86,76,66,66,72,74,86,74.0,74.1,70,48.0,47.5,46.0,48.0,55.1,62.0,70.0,68.0,74.1,76.0,80.0,64.0,74.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,85,54,77,148,153,130,114,104,74,70,83,71,96,119,99,92,85,100,89,104,100,83,75,92,103,108,97,75,76
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,0.97,0.93,0.89,0.7,0.74,0.71,0.7,0.78,82%,0.73,0.71,70%,76%,64%,65%,65%,59%,61%,69%,73%,72%,62%,58%,53%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,2,4,18,52,58,51,52,51,72,57,59,55,51,64,46,60,56,64,57,48,41,48,54,70,68,54,62
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.03,0.03,0.12,0.4,0.51,0.49,0.7,0.73,0.87,0.8,0.61,46%,0.52,0.7,54%,60%,63%,62%,57%,58%,55%,52%,52%,65%,70%,72%,82%
