SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 1) Scanning,D,C,C,C,C,D,C,B,C,B,C,B,C,B,C,A,D,,,,,C,,C,C,,,,,
Team-centred Domain levels: 2) Stroke unit,C,D,C,C,C,D,C,B,C,D,D,C,D,D,E,E,E,D,E,E,D,E,D,E,E,C,C,B,D,E
Team-centred Domain levels: 3) Thrombolysis,E,E,D,E,E,E,D,D,D,D,D,D,E,D,E,E,E,,,,,E,,E,E,,,,,
Team-centred Domain levels: 4) Specialist Assessments,D,D,E,D,D,E,D,D,D,D,D,D,E,E,E,E,E,,,,,E,,E,E,,,,,
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,E,E,E,E,D,E,E,E,E,C,E,E
Team-centred Domain levels: 6) Physiotherapy,A,B,B,B,C,B,B,A,A,A,B,B,A,A,B,B,B,D,D,D,D,E,D,E,E,D,E,C,D,E
Team-centred Domain levels: 7) Speech and Language therapy,D,E,C,E,E,D,C,D,B,A,B,C,D,C,B,D,C,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,D,D,D,D,C,D,D,C,C,C,D,C,D,D,E,D,D,,,,,D,,D,C,,,,,
Team-centred Domain levels: 9) Standards by discharge,E,E,D,B,C,B,B,B,B,B,A,B,A,A,A,A,B,A,B,Too few to report,D,C,A,C,B,D,B,B,Too few to report,B
Team-centred Domain levels: 10) Discharge processes,E,E,D,D,C,C,C,E,E,C,D,C,C,D,D,D,B,B,A,Too few to report,C,A,A,B,B,B,B,B,Too few to report,A
Team-centred KI level Team-centred Total KI level,D,D,D,D,D,D,C,C,C,B,C,C,D,C,D,D,D,D,D,E,E,E,D,E,D,D,D,C,E,D
Team-centred KI level Team-centred Total KI score,48,44,54,54,54,52,62,64,64,70,62,66,58,62,54.0,56,52,53.3,46.7,25.0,36.7,38.0,56.7,36.0,40.0,43.3,46.7,63.3,30.0,43.3
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,C,C,C,B,C,C,D,C,D,D,D,D,D,E,E,E,D,E,E,D,D,D,E,E
Team-centred SSNAP level Team-centred SSNAP score,38.4,35.2,45.9,51.3,54,49.4,62,64,64,70,62,66,58,62,54.0,53.2,52,50.7,44.3,23.8,31.2,38.0,51.0,34.2,38.0,41.2,42.0,57.0,30.0,35.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,15,35,48,60,112,123,103,99,85,91,92,73,74,85,93,90,61,59,88,91,66,73,80,90,73,90,81,61,52
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.79,0.78,0.89,0.95,0.96,0.96,0.91,0.9,0.87,0.95,0.99,0.9,0.89,91%,0.95,0.96,100%,100%,99%,98%,94%,95%,99%,95%,91%,98%,96%,94%,93%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,9,55,90,92,92,79,72,73,63,62,68,68,69,58,53,78,76,47,55,59,64,48,47,47,49,46
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0.15,0.49,0.73,0.89,0.93,0.93,0.79,0.79,0.86,0.84,80%,0.73,0.77,95%,90%,89%,84%,71%,75%,74%,71%,66%,52%,58%,80%,88%
