SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 4) Specialist Assessments,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,B,B,B,B,B,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,Insufficient records,C,C,C
Patient-centred Domain levels: 5) Occupational therapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,B,C,B,C,B,C,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,B,C,A
Patient-centred Domain levels: 6) Physiotherapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,B,C,C,B,B,B,C,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,C,Insufficient records,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,B,B,C,C,B,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,C,Insufficient records,B,B,C
Patient-centred Domain levels: 8) MDT working,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,B,B,B,B,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,E,Insufficient records,D,E,D
Patient-centred Domain levels: 9) Standards by discharge,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,A,B,B,B,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,A,B,B
Patient-centred Domain levels: 10) Discharge processes,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,A,A,A,A,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,E,B,A
Patient-centred KI level Patient-centred Total KI level,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records,C,B,B,C,B,B,B,TFP,TFP,Insufficient records,TFP,TFP,TFP,TFP,TFP,TFP,Insufficient records,C,C,B
Patient-centred KI level Patient-centred Total KI score,.,.,.,.,.,.,.,.,.,.,68,78,72,66,76.0,76,74,.,.,.,.,.,.,.,.,.,.,62.0,60.0,70.0
Patient-centred SSNAP level Patient-centred SSNAP score,.,.,.,.,.,.,.,.,.,.,61.4,70.4,45.4,59.4,61.4,72.2,56.6,.,.,.,.,.,.,.,.,.,.,36.9,60.0,63.2
Team-centred Domain levels: 2) Stroke unit,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,A,A,A,A,A,A,A,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,A,A,A
Team-centred Domain levels: 5) Occupational therapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,B,D,C,C,C,D,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,B,Insufficient records,D,D,A
Team-centred Domain levels: 6) Physiotherapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,D,D,B,C,C,C,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,C,Insufficient records,D,C,B
Team-centred Domain levels: 7) Speech and Language therapy,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,C,E,C,E,D,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,E,Insufficient records,E,D,E
Team-centred Domain levels: 9) Standards by discharge,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,B,B,B,B,B,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,A,B,A
Team-centred Domain levels: 10) Discharge processes,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,None entered,C,A,A,A,A,B,B,Too few to report,Too few to report,Insufficient records,Too few to report,Too few to report,Too few to report,Too few to report,Too few to report,A,Insufficient records,E,B,A
Team-centred KI level Team-centred Total KI level,No records,No records,No records,No records,No records,No records,No records,No records,No records,No records,B,B,C,B,B,B,B,TFP,TFP,Insufficient records,TFP,TFP,TFP,TFP,TFP,TFP,Insufficient records,D,C,A
Team-centred KI level Team-centred Total KI score,.,.,.,.,.,.,.,.,.,.,70,76.7,63.3,80,70.0,70,73.3,.,.,.,.,.,.,.,.,.,.,53.3,66.7,83.3
Team-centred SSNAP level Team-centred SSNAP score,.,.,.,.,.,.,.,.,.,.,63.2,69.2,39.9,72,56.5,66.5,56.1,.,.,.,.,.,.,.,.,.,.,31.7,66.7,75.2
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",,,,,X,X,X,X,X,X,C,B,D,D,C,B,D,TFP,TFP,X,TFP,TFP,TFP,TFP,TFP,TFP,X,E,C,C
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",,,,,X,X,X,X,X,X,C,C,E,B,D,C,D,TFP,TFP,X,TFP,TFP,TFP,TFP,TFP,TFP,X,E,C,B
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,.,.,23,31,30,36,45,42,37,22,37,63,50,50,31,41,15,14,18,35,30,24,38,26,25,28,36,38,38
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,.,.,1,1,1,1,1,1,1,0.42,0.63,0.86,0.91,89%,0.46,0.76,71%,58%,69%,90%,100%,83%,88%,100%,100%,100%,100%,100%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,.,.,0,0,0,0,0,0,0,20,32,56,38,15,22,24,9,3,0,2,2,0,1,1,0,0,0,0,4
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,.,.,0,0,0,0,0,0,0,0.91,0.86,0.89,0.76,30%,0.71,0.59,60%,21%,0%,6%,7%,0%,3%,4%,0%,0%,0%,0%,11%
