SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 3) Thrombolysis,D,D,D,D,D,D,C,D,D,D,D,C,B,B,B,B,C,D,D,D,D,D,D,E,D,D,D,D,D,E
Team-centred Domain levels: 4) Specialist Assessments,E,D,D,D,D,E,D,D,D,D,B,B,B,A,B,B,B,B,B,B,B,C,B,B,B,C,B,B,B,A
Team-centred Domain levels: 5) Occupational therapy,E,E,E,D,E,D,D,E,B,B,A,A,A,A,A,A,A,C,B,C,A,B,C,C,C,C,B,A,C,A
Team-centred Domain levels: 6) Physiotherapy,B,B,A,A,A,A,B,A,A,A,C,C,A,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,D,D,D,C,C,C,D,C,C,C,C,C,B,C,C,C,D,C,B,C,C,D,C,C,B,B,B,C,D,D
Team-centred Domain levels: 8) MDT working,D,D,D,C,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,C,C,C,C,B
Team-centred Domain levels: 9) Standards by discharge,E,E,C,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,B,B,B,D,B,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,D,D,D,D,D,D,E,D,D,D,C,D,D,E,D,D,D,D,D,D,D,E,D,D,D,D,D,C
Team-centred KI level Team-centred Total KI level,E,E,D,D,D,D,D,D,D,C,C,C,B,B,B,B,B,C,C,C,C,D,C,D,C,D,C,C,D,C
Team-centred KI level Team-centred Total KI score,36,38,44,54,50,50,54,54,56,60,62,66,80,80,78.0,70,70,64.0,64.0,60.0,62.0,58.0,60.0,54.0,62.0,58.0,60.0,62.0,58.0,66.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,D,D,D,D,D,D,C,C,C,B,B,B,B,B,C,C,C,C,D,C,D,C,D,C,C,D,C
Team-centred SSNAP level Team-centred SSNAP score,32.5,34.3,44,54,50,50,54,48.7,56,60,62,62.7,76,76,78.0,70,70,64.0,64.0,60.0,62.0,58.0,60.0,54.0,62.0,58.0,60.0,62.0,58.0,66.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,65,163,177,129,140,127,135,130,104,236,238,221,196,156,122,125,106,178,191,126,213,245,193,119,224,326,186,136,113
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.98,0.89,0.76,0.72,0.66,0.72,0.68,0.59,0.85,0.92,0.88,0.88,83%,0.73,0.73,91%,97%,93%,86%,96%,97%,89%,84%,95%,99%,96%,93%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,17,58,54,63,54,59,58,45,52,52,72,78,80,55,62,40,33,64,15,1,27,69,38,63,94,82,106,87
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.1,0.33,0.42,0.45,0.43,0.44,0.45,0.43,0.22,0.22,0.33,0.4,51%,0.45,0.5,38%,19%,34%,12%,0%,11%,36%,32%,28%,29%,44%,78%,77%
