SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",C,C,B,D,B,C,C,B,B,B,C,B,A,A,B,A,A,A,A,A,B,B,B,C,C,B,B,C,B,C
Patient-centred SSNAP level Patient-centred SSNAP score,61.2,66.5,70.3,57,74.1,68.4,60.8,70.3,72,72,61.4,78,84,86,80.0,88,82,88.0,84.0,84.0,72.0,72.0,72.0,68.0,62.0,72.0,74.0,66.0,74.0,60.0
Team-centred Domain levels: 1) Scanning,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,C,C,D,C,C,C,C,D,D,C,D,C,C,C,C,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,B,B,B,D,B,C,D,B,E,D,D,B,D,C,C,B,C,C,C,C,E,D,E,E,E,D,E,E,D,E
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,A,B,B,B,B,C,C,B,B,B,B,B,B,B,B,B,C,B,B,C,B,B,B,D,B,B
Team-centred Domain levels: 5) Occupational therapy,A,A,A,B,A,A,B,A,A,B,C,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,C,D,E
Team-centred Domain levels: 6) Physiotherapy,B,B,B,C,B,B,C,A,B,B,D,B,A,A,B,B,B,B,A,A,B,B,B,B,C,C,B,B,B,C
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,B,C,C,C,D,C,B,B,B,B,C,A,B,B,B,A,B,C,C,B,C,B,B,B,A,B
Team-centred Domain levels: 8) MDT working,C,B,B,C,B,B,C,B,B,C,D,C,B,B,B,B,B,A,B,B,B,B,B,C,C,C,B,D,C,D
Team-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,B,C,B,A,A,A,A,A,A,B,B,A,A,A,B,A,B,B,B,B,B,B,B,B
Team-centred Domain levels: 10) Discharge processes,D,D,C,C,C,D,D,C,B,C,B,A,A,A,A,A,A,A,B,A,A,A,B,D,D,C,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,B,B,C,A,B,C,B,B,B,C,B,A,A,B,A,A,A,A,A,B,B,B,C,C,C,B,C,B,C
Team-centred KI level Team-centred Total KI score,66,72,74,64,82,74,64,78,72,70,66,80,82,86,80.0,84,82,86.0,84.0,84.0,72.0,76.0,70.0,64.0,62.0,68.0,74.0,62.0,70.0,60.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,C,B,C,B,B,C,B,B,B,D,B,A,A,B,A,A,A,A,A,B,B,B,C,C,C,B,C,B,C
Team-centred SSNAP level Team-centred SSNAP score,59.4,68.4,70.3,60.8,77.9,70.3,60.8,74.1,72,70,59.6,80,82,86,80.0,84,82,86.0,84.0,84.0,72.0,76.0,70.0,64.0,62.0,68.0,74.0,62.0,70.0,60.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,78,78,75,62,57,66,63,70,72,141,131,118,102,110,121,88,97,59,84,99,94,103,102,71,116,103,91,94,100
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.91,0.88,0.94,0.79,0.69,0.68,0.7,0.74,0.74,1,1,1,1,100%,0.99,0.74,97%,91%,95%,88%,82%,85%,86%,68%,79%,83%,74%,70%,76%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,34,36,34,46,41,44,46,52,43,4,3,1,0,0,1,51,73,38,66,76,58,63,67,36,37,52,53,58,58
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.44,0.46,0.45,0.74,0.72,0.67,0.73,0.74,0.6,0.03,0.02,0.01,0,0%,0.01,0.58,75%,64%,79%,77%,62%,61%,66%,51%,32%,50%,58%,62%,58%
