SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 7) Speech and Language therapy,E,E,C,E,C,E,B,B,B,A,C,C,B,A,C,B,C,E,D,D,B,Insufficient records,E,E,E,E,E,E,E,E
Team-centred Domain levels: 8) MDT working,E,E,D,E,D,D,B,A,A,A,B,C,C,B,B,B,B,D,C,C,B,Insufficient records,D,E,D,E,E,D,D,E
Team-centred Domain levels: 9) Standards by discharge,D,E,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,Insufficient records,E,D,E,E,D,D,D,E
Team-centred Domain levels: 10) Discharge processes,E,D,C,D,D,D,D,D,C,C,E,E,E,D,D,E,D,E,E,D,D,Insufficient records,D,E,E,D,D,D,C,C
Team-centred KI level Team-centred Total KI level,E,E,D,E,D,D,C,C,B,C,C,D,D,C,C,C,C,D,D,D,D,Insufficient records,D,D,E,D,E,D,D,D
Team-centred KI level Team-centred Total KI score,24,26,48,36,54,44,66,62,72,68,60,58,58,66,64.0,64,64,40.0,48.0,44.0,50.0,.,42.0,40.0,34.0,40.0,38.0,48.0,42.0,44.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,D,E,D,D,C,D,B,C,C,D,D,C,C,C,C,D,D,D,D,X,E,E,E,E,E,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,22.8,22.2,41,34.2,51.3,44,62.7,58.9,72,64.6,60,55.1,58,66,64.0,64,64,40.0,45.6,44.0,40.4,.,33.9,36.0,29.1,36.0,36.1,45.6,42.0,44.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,19,85,121,111,115,119,130,130,102,106,120,95,96,122,145,115,123,136,117,131,172,172,118,90,105,117,127,134,150
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,0.99,0.99,1,1,0.96,0.94,0.9,0.94,95%,0.94,0.92,92%,91%,90%,96%,100%,100%,100%,100%,100%,100%,100%,100%,99%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,0,0,0,3,3,2,30,43,35,28,26,49,58,55,54,36,25,8,0,0,0,1,0,1,1,1
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0,0,0.02,0.02,0.02,0.28,0.36,0.37,0.29,21%,0.34,0.5,45%,40%,31%,19%,5%,0%,0%,0%,1%,0%,1%,1%,1%
