SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 5) Occupational therapy,C,C,C,A,B,A,C,C,C,B,C,B,B,B,B,B,C,C,C,C,D,B,C,B,B,B,C,B,C,B
Patient-centred Domain levels: 6) Physiotherapy,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,B,C,B,B,C,B,B,C,B
Patient-centred Domain levels: 7) Speech and Language therapy,C,D,E,C,C,C,D,C,C,C,B,C,C,C,D,D,C,E,E,C,D,C,C,C,D,C,C,D,C,C
Patient-centred Domain levels: 8) MDT working,D,D,D,C,B,B,C,C,C,C,C,B,B,B,C,C,C,C,C,B,C,B,C,D,C,C,D,D,D,D
Patient-centred Domain levels: 9) Standards by discharge,E,E,D,C,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,B,B,B,C,C,C,B,B,C,C,D
Patient-centred Domain levels: 10) Discharge processes,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,C,B,B,B,B,B,B,B,B,B,B,B,B,B,C,B,C,B,D,B,C,C,B,B,C,B,C,C
Patient-centred KI level Patient-centred Total KI score,52,52,60,72,80,78,70,70,74,72,74,80,80,80,70.0,70,68,70.0,68.0,72.0,58.0,78.0,62.0,66.0,72.0,70.0,68.0,70.0,66.0,68.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,C,B,C,C,B,C,B,B,B,B,C,C,C,C,C,C,D,B,D,D,C,C,C,C,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,44.2,42,48.4,61.6,68.4,70.2,63,66.5,74,68.4,74,80,80,80,66.5,66.5,64.6,63.0,61.2,64.8,55.1,74.1,56.0,59.4,68.4,63.2,61.4,63.2,62.7,64.6
Team-centred Domain levels: 1) Scanning,C,C,C,C,B,C,C,C,C,C,B,B,B,B,C,C,C,A,B,B,C,B,B,B,A,A,A,A,B,A
Team-centred Domain levels: 2) Stroke unit,C,C,C,C,C,D,C,C,C,D,D,C,C,C,C,C,D,C,C,C,E,D,E,E,D,E,E,D,D,D
Team-centred Domain levels: 3) Thrombolysis,C,C,B,B,B,C,B,C,B,B,C,B,B,B,C,C,C,C,B,C,C,B,C,C,B,C,C,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,B,B,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,B,B,B,C,B,C,B,B,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,C,C,C,B,B,A,C,B,C,A,C,B,B,B,B,B,C,C,C,C,D,B,C,C,B,A,C,B,C,B
Team-centred Domain levels: 6) Physiotherapy,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,B,C,B,C,C,C,C,B,C,D,C
Team-centred Domain levels: 7) Speech and Language therapy,C,D,D,C,B,C,D,C,C,C,B,D,C,D,C,D,C,E,E,C,E,C,C,C,E,C,D,E,C,C
Team-centred Domain levels: 8) MDT working,C,D,D,C,B,B,C,C,C,C,C,B,B,B,C,C,C,C,C,B,C,B,C,C,B,B,C,C,C,B
Team-centred Domain levels: 9) Standards by discharge,E,D,C,B,B,B,B,B,B,A,A,A,B,A,A,B,B,B,B,B,B,B,C,C,C,C,B,C,C,D
Team-centred Domain levels: 10) Discharge processes,E,C,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,C,B,A,B,B,B,B,B,B,B,B,B,B,B,C,C,C,B,D,B,C,C,B,B,C,C,C,B
Team-centred KI level Team-centred Total KI score,52,54,62,72,82,76,70,72,74,76,74,78,80,80,74.0,70,68,68.0,68.0,74.0,56.0,76.0,62.0,64.0,70.0,72.0,68.0,66.0,64.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,C,B,C,C,C,B,B,B,B,B,B,B,C,C,C,C,C,D,B,D,D,C,C,C,D,C,C
Team-centred SSNAP level Team-centred SSNAP score,44.2,43.6,50.1,61.6,70.1,68.4,63,68.4,74,72.2,74,78,80,80,70.3,66.5,64.6,61.2,61.2,66.6,53.2,72.2,56.0,57.6,66.5,65.0,61.4,59.6,60.8,66.5
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,138,277,331,321,309,318,301,320,354,372,371,371,363,355,280,197,186,152,195,216,253,231,168,117,143,171,187,220,227
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,0.99,0.98,0.99,1,0.99,0.99,1,1,1,1,0.98,94%,0.73,0.55,60%,56%,57%,58%,66%,58%,46%,37%,43%,52%,56%,62%,58%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,55,97,116,109,126,126,102,120,128,176,188,174,183,173,181,158,115,90,127,157,141,151,124,72,96,97,113,122,124
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.4,0.35,0.35,0.34,0.41,0.4,0.34,0.38,0.36,0.47,0.51,0.47,0.5,49%,0.65,0.8,62%,59%,65%,73%,56%,65%,74%,62%,67%,57%,60%,55%,55%
