SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred KI level Patient-centred Total KI score,70,74,80,84,82,82,78,80,80,84,86,92,90,88,94.0,94,94,90.0,90.0,88.0,86.0,84.0,84.0,86.0,88.0,90.0,94.0,94.0,82.0,86.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Patient-centred SSNAP level Patient-centred SSNAP score,70,74,80,79.8,77.9,77.9,78,76,80,84,81.7,87.4,85.5,88,94.0,94,94,90.0,90.0,88.0,86.0,84.0,84.0,86.0,88.0,90.0,89.3,94.0,77.9,86.0
Team-centred Domain levels: 1) Scanning,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,B,B,C,B,C,C,C,C,C,B,C,B,A,B,B,B,A,B,B,B,D,D,D,D,C,C,B,D,C,C
Team-centred Domain levels: 3) Thrombolysis,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,B,B,B
Team-centred Domain levels: 4) Specialist Assessments,B,B,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,B,C,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,C,D,C,B,C,B,B,C,C,C,C,C,B,B,B,B,B,B,C,C,C,C,B,B,B,B,B,B
Team-centred Domain levels: 8) MDT working,D,C,C,B,C,B,C,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 9) Standards by discharge,C,B,B,B,B,B,C,B,C,C,B,C,C,C,A,A,A,B,A,B,B,A,B,B,A,B,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,C,C,D,C,C,C,C,C,C,B,B,C,B,C,C,B,B,B,C,C,B,B,C,C,B,B,B,A,B,A
Team-centred KI level Team-centred Total KI level,C,B,B,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,68,70,74,80,78,82,76,82,80,86,86,86,90,86,92.0,94,96,90.0,90.0,88.0,76.0,86.0,82.0,80.0,90.0,90.0,92.0,90.0,88.0,92.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",C,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,68,70,74,76,74.1,77.9,76,77.9,80,86,81.7,81.7,85.5,86,92.0,94,96,90.0,90.0,88.0,76.0,86.0,82.0,80.0,90.0,90.0,87.4,90.0,83.6,92.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,438,437,450,404,403,411,376,389,391,458,491,485,543,567,495,440,413,433,492,542,565,610,562,516,501,509,483,487,495
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,0.99,0.99,1,0.98,0.95,0.93,0.94,0.94,0.96,0.97,0.98,0.99,98%,0.97,0.95,91%,93%,96%,98%,99%,98%,98%,98%,94%,92%,91%,90%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,6,10,21,24,56,66,72,66,72,59,56,40,32,57,63,79,94,98,85,57,26,67,74,57,64,93,105,100,87
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.01,0.02,0.05,0.06,0.14,0.16,0.19,0.17,0.18,0.13,0.11,0.08,0.06,10%,0.13,0.18,23%,23%,17%,11%,5%,11%,13%,11%,13%,18%,22%,21%,18%
