SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 8) MDT working,C,D,D,D,D,D,C,B,C,C,B,B,B,B,B,B,B,C,C,D,D,D,C,C,C,C,C,C,C,D
Patient-centred Domain levels: 9) Standards by discharge,B,C,B,B,B,A,B,B,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,A
Patient-centred Domain levels: 10) Discharge processes,D,C,D,D,D,D,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,D,D,D,D,D,C,C,B,D,A,B,A,B,B,B,A,B,B,C,C,D,B,B,B,B,B,B,B,B
Patient-centred KI level Patient-centred Total KI score,58,46,46,46,54,52,64,66,74,58,82,76,82,70,70.0,78,82,74.0,70.0,64.0,62.0,58.0,70.0,74.0,72.0,72.0,78.0,76.0,70.0,72.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,E,E,E,D,D,D,C,B,D,A,B,A,B,B,B,A,B,C,C,D,D,C,B,C,C,C,B,C,C
Patient-centred SSNAP level Patient-centred SSNAP score,46.8,39.1,39.1,39.1,45.9,44.2,57.6,62.7,74,58,82,76,82,70,70.0,78,82,74.0,66.5,60.8,58.9,55.1,66.5,70.3,68.4,68.4,66.7,72.2,66.5,68.4
Team-centred Domain levels: 1) Scanning,A,B,B,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,C,B,B,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,D,E,E,E,D,E,D,D,D,E,D,D,C,E,D,D,D,D,E,E,E,E,E,D,D,D,D,D,D,E
Team-centred Domain levels: 3) Thrombolysis,B,C,C,C,B,C,B,A,A,C,A,B,A,B,B,B,A,D,B,B,B,C,C,C,C,C,D,C,C,C
Team-centred Domain levels: 4) Specialist Assessments,C,D,E,E,E,E,D,D,D,D,C,C,C,D,D,C,C,D,D,E,E,E,D,D,D,D,D,D,D,D
Team-centred Domain levels: 5) Occupational therapy,D,E,C,D,D,C,C,C,B,C,A,B,A,A,A,A,A,A,C,C,C,C,C,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,C,D,C,B,C,C,C,C,B,D,A,B,B,C,C,B,B,A,B,B,B,B,B,B,B,A,A,B,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,D,D,D,C,D,C,C,B,C,C,C,B,B,C,B,B,C,C,B,B,B,B,B,C,C
Team-centred Domain levels: 8) MDT working,C,D,D,C,D,D,C,B,C,C,B,B,B,B,B,B,C,C,C,D,D,D,C,C,B,B,B,B,B,C
Team-centred Domain levels: 9) Standards by discharge,B,C,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,C,C,D,D,D,D,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,C,D,D,D,D,D,C,C,B,D,A,B,A,B,B,B,B,B,B,C,C,D,C,B,B,B,B,B,B,B
Team-centred KI level Team-centred Total KI score,60,44,48,50,52,52,64,68,74,58,82,76,84,72,76.0,78,80,74.0,70.0,64.0,64.0,58.0,66.0,74.0,78.0,80.0,78.0,78.0,76.0,74.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,E,D,D,D,D,D,C,B,D,A,B,A,B,B,B,B,B,C,C,C,D,C,B,B,B,C,B,B,B
Team-centred SSNAP level Team-centred SSNAP score,48.4,37.4,40.8,42.5,44.2,44.2,57.6,64.6,74,58,82,76,84,72,76.0,78,80,74.0,66.5,60.8,60.8,55.1,62.7,70.3,74.1,76.0,66.7,74.1,72.2,70.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,152,218,230,263,325,347,353,349,303,384,356,355,340,335,321,309,278,237,234,280,305,283,273,290,379,519,510,459,422
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.99,98%,0.98,0.99,85%,80%,75%,77%,80%,83%,83%,86%,91%,94%,91%,88%,87%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,2,1,1,4,7,26,47,69,51,52,55,58,58,54,36,26,27,48,53,47,37,35,34,44,60,95,89
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0,0,0.01,0.02,0.07,0.16,0.18,0.14,0.15,0.16,17%,0.18,0.17,13%,11%,12%,17%,17%,17%,14%,12%,9%,8%,12%,21%,21%
