SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 4) Specialist Assessments,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,C,E,E,C,B,B,B,A,A,A,A,A,A,A,C,B,B,B,C,C,B,B,B,A,A,B,A,C,B,A
Team-centred Domain levels: 6) Physiotherapy,C,D,D,D,B,B,C,B,A,B,A,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,D,B,D,C,B,C,B,B,A,A,C,B,B,C,B,C,B,C,C,C,B,B,B,B,B,B
Team-centred Domain levels: 8) MDT working,B,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,E,E,E,D,D,D,B,B,B,B,B,B,B,C,C,B,C,B,B,B,C,C,D,D,C,C,C,D,C,B
Team-centred Domain levels: 10) Discharge processes,C,D,B,B,B,A,A,A,A,A,C,B,A,B,A,A,B,B,B,B,B,B,A,B,B,B,B,A,A,A
Team-centred KI level Team-centred Total KI level,C,D,C,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,60,58,62,70,78,84,82,88,88,88,90,94,96,92,84.0,90,86,86.0,86.0,84.0,86.0,86.0,84.0,84.0,88.0,86.0,88.0,84.0,88.0,92.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,C,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,57,58,62,70,74.1,79.8,82,88,88,88,85.5,94,96,92,84.0,90,86,86.0,86.0,84.0,86.0,81.7,84.0,79.8,88.0,86.0,88.0,84.0,88.0,92.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,47,148,201,190,156,173,182,159,143,224,223,236,273,280,259,239,198,196,228,319,336,320,316,281,287,338,298,275,274
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.94,0.88,0.87,0.85,0.86,0.86,0.85,0.82,0.77,0.83,0.84,0.83,0.89,86%,0.84,0.78,69%,76%,84%,88%,90%,91%,93%,94%,89%,89%,90%,89%,88%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,14,69,86,80,70,84,88,70,66,88,58,76,57,76,82,126,135,133,65,52,59,62,58,54,76,76,58,54,51
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.3,0.47,0.43,0.42,0.45,0.49,0.48,0.44,0.46,0.39,0.26,0.32,0.21,27%,0.32,0.53,68%,68%,29%,16%,18%,19%,18%,19%,26%,22%,19%,20%,19%
