SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 1) Scanning,E,E,E,E,E,C,C,B,C,B,C,D,B,C,A,A,B,B,B,B,B,A,B,B,B,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,E,E,E,E,E,D,C,C,E,E,E,E,D,C,C,C,E,E,E,E,E,E,E,E,E,E,E,E,E
Team-centred Domain levels: 3) Thrombolysis,E,D,E,E,D,D,C,B,B,C,D,C,C,C,B,B,B,C,C,C,C,D,C,D,C,D,C,D,C,D
Team-centred Domain levels: 4) Specialist Assessments,E,E,E,D,D,B,B,B,B,B,C,C,B,D,C,B,D,D,D,D,D,D,C,C,B,C,B,D,D,D
Team-centred Domain levels: 5) Occupational therapy,D,E,D,E,D,E,D,C,E,E,C,D,C,C,B,B,B,D,D,E,E,D,C,E,E,E,E,E,E,E
Team-centred Domain levels: 6) Physiotherapy,E,D,D,E,D,E,D,C,D,D,D,C,C,C,B,B,A,D,D,D,D,D,D,B,D,D,D,D,D,C
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,C,E,C,C,C,C,E,E,D,E,E,E,E,E,E,E,E,D,E
Team-centred Domain levels: 8) MDT working,E,D,D,D,D,B,B,B,A,B,B,B,C,B,A,B,C,B,B,B,C,B,B,B,C,D,C,C,C,C
Team-centred Domain levels: 9) Standards by discharge,D,C,B,B,B,A,B,A,B,B,B,A,B,A,A,B,B,C,C,C,C,D,D,B,A,A,B,A,A,B
Team-centred Domain levels: 10) Discharge processes,C,C,C,C,C,D,D,C,D,C,D,C,D,D,E,D,D,D,D,D,D,D,D,D,C,B,B,B,D,A
Team-centred KI level Team-centred Total KI level,E,E,E,E,D,D,D,C,D,D,D,D,D,C,B,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D
Team-centred KI level Team-centred Total KI score,28,34,36,34,40,48,54,68,58,54,54,58,56,60,74.0,74,68,48.0,48.0,48.0,44.0,46.0,50.0,52.0,54.0,52.0,56.0,52.0,52.0,54.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,E,E,E,E,D,D,C,D,D,D,D,D,C,C,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D
Team-centred SSNAP level Team-centred SSNAP score,26.6,34,34.2,32.3,38,48,54,68,55.1,54,54,58,50.5,60,66.8,70.3,64.6,43.3,45.6,40.8,41.8,43.7,47.5,49.4,48.7,49.4,56.0,49.4,49.4,51.3
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,40,82,120,124,147,170,169,162,164,112,118,133,183,196,164,175,126,111,138,143,156,192,183,120,106,116,137,125,118
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,1,1,1,1,1,0.98,0.87,0.8,0.81,0.9,89%,0.71,0.75,83%,82%,96%,96%,99%,100%,99%,73%,61%,64%,67%,54%,47%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,0,0,7,18,38,43,33,67,59,50,47,44,38,46,42,4,4,0,0,1,3,25,50,59,64,65,73
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0,0,0.05,0.11,0.22,0.27,0.2,0.6,0.5,0.38,0.26,22%,0.23,0.26,33%,4%,3%,0%,0%,1%,2%,21%,47%,51%,47%,52%,62%
