SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,D,B,A,B,B,B,B,B,B,C,B,B,B,C,C,B,C,C,B,B,C,B,B,A,C,B,B,B,B,B
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,D,D,E,D,C,E,E,D,E,D,C,C,D,C,D,D,C,D,C,D,C,B,B,C,C
Patient-centred Domain levels: 8) MDT working,E,D,D,C,D,C,C,C,C,C,C,C,C,C,B,B,B,C,C,B,D,C,D,D,C,B,A,A,B,B
Patient-centred Domain levels: 9) Standards by discharge,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,C,B,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,A,D,C,B,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,D,C,C,B,B,B,B,B,B,C,B,B,B,C,B,A,B,C,C,B,D,C,B,B,C,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,44,60,64,76,74,70,76,74,74,68,70,72,78,66,70.0,82,78,64.0,64.0,70.0,54.0,66.0,70.0,72.0,68.0,82.0,92.0,92.0,90.0,90.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",E,D,D,C,C,C,B,B,B,C,B,B,B,C,B,A,B,C,C,B,D,C,B,B,C,A,A,A,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,29.9,48.4,57.6,68.4,66.8,66.5,72.2,70.3,74,68,70,72,78,66,70.0,82,78,64.0,64.0,70.0,54.0,66.0,70.0,72.0,68.0,82.0,92.0,92.0,90.0,90.0
Team-centred Domain levels: 1) Scanning,D,C,C,B,C,C,B,B,C,C,B,B,A,B,C,B,A,B,C,B,C,B,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,E,C,C,C,D,D,D,D,D,E,E,D,C,D,D,D,D,E,E,E,E,E,E,E,E,C,A,A,A,A
Team-centred Domain levels: 3) Thrombolysis,D,C,D,A,A,B,B,C,B,C,C,C,C,C,D,B,C,C,D,C,D,D,C,D,C,B,B,B,B,A
Team-centred Domain levels: 4) Specialist Assessments,D,A,B,A,A,B,A,A,B,A,B,B,B,B,A,B,B,B,C,B,D,C,B,B,A,A,A,A,A,A
Team-centred Domain levels: 5) Occupational therapy,D,C,A,A,B,A,A,A,A,C,A,A,A,C,B,B,A,C,B,C,C,B,A,A,C,B,A,A,B,A
Team-centred Domain levels: 6) Physiotherapy,D,B,A,B,B,B,B,B,B,C,B,B,B,C,C,B,C,C,B,C,C,B,B,A,D,B,A,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,C,D,D,E,D,C,E,E,D,E,D,D,C,D,C,E,D,C,D,C,D,C,A,B,C,C
Team-centred Domain levels: 8) MDT working,E,D,C,C,D,C,C,B,C,C,C,C,C,C,B,B,B,C,C,C,D,D,C,D,C,B,A,B,B,B
Team-centred Domain levels: 9) Standards by discharge,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,C,B,B,B,B,B,B
Team-centred Domain levels: 10) Discharge processes,A,D,C,B,B,C,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,C,C,B,B,B,B,B,B,C,B,B,B,C,B,B,B,C,C,C,D,C,B,B,C,A,A,A,A,A
Team-centred KI level Team-centred Total KI score,44,60,66,76,74,70,76,76,74,68,70,72,78,66,70.0,76,78,64.0,64.0,62.0,54.0,64.0,72.0,70.0,66.0,82.0,96.0,90.0,86.0,90.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,D,C,C,C,B,B,B,C,B,B,B,C,B,B,B,C,C,C,D,C,B,B,C,A,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,29.9,48.4,59.4,68.4,66.8,66.5,72.2,72.2,74,68,70,72,78,66,70.0,76,78,64.0,64.0,62.0,54.0,64.0,72.0,70.0,66.0,82.0,96.0,90.0,86.0,90.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,172,172,145,146,203,220,205,218,176,190,118,146,168,172,187,201,117,213,236,215,193,206,215,210,302,419,504,508,520
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.96,1,0.99,0.98,0.99,1,1,1,0.94,0.87,0.61,0.71,0.85,87%,0.88,0.92,93%,92%,94%,98%,96%,95%,94%,92%,92%,90%,93%,93%,90%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,24,34,53,63,40,34,33,73,59,51,53,64,58,40,36,36,26,24,29,18,24,19,51,69,52,60,57
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.01,0.17,0.23,0.26,0.29,0.2,0.16,0.19,0.38,0.5,0.35,0.32,37%,0.31,0.2,31%,17%,11%,11%,15%,9%,11%,9%,17%,16%,10%,12%,11%
