SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 3) Thrombolysis,D,C,D,C,C,Insufficient records,D,D,C,C,C,D,D,D,E,E,E,C,D,D,D,D,D,D,D,D,D,E,D,C
Team-centred Domain levels: 4) Specialist Assessments,D,C,B,B,B,Insufficient records,B,B,B,B,C,B,B,C,D,E,D,B,B,B,B,B,B,C,C,B,B,B,B,B
Team-centred Domain levels: 5) Occupational therapy,D,C,A,A,A,Insufficient records,C,B,A,C,B,C,B,C,C,C,C,C,C,C,D,E,E,E,E,E,C,D,D,C
Team-centred Domain levels: 6) Physiotherapy,E,E,B,B,B,Insufficient records,C,B,B,C,B,C,B,C,D,D,D,B,C,D,D,D,E,E,E,D,B,B,D,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,C,B,C,Insufficient records,C,C,B,B,C,C,C,C,D,E,D,D,E,E,E,D,E,E,C,C,B,B,C,C
Team-centred Domain levels: 8) MDT working,C,D,C,C,C,Insufficient records,B,B,B,B,B,B,B,B,C,C,B,B,C,C,D,D,E,E,D,D,D,D,D,D
Team-centred Domain levels: 9) Standards by discharge,D,B,A,B,B,Insufficient records,B,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B
Team-centred Domain levels: 10) Discharge processes,D,C,D,C,C,Insufficient records,D,C,C,C,A,B,A,A,B,C,B,A,A,A,A,B,A,A,B,A,A,A,A,A
Team-centred KI level Team-centred Total KI level,D,D,B,B,C,Insufficient records,C,B,B,B,B,B,B,C,D,D,D,B,C,C,D,D,D,D,D,D,B,C,C,C
Team-centred KI level Team-centred Total KI score,44,54,70,74,66,.,62,72,80,72,76,70,74,68,52.0,44,54,74.0,66.0,62.0,58.0,56.0,50.0,50.0,54.0,58.0,70.0,66.0,62.0,68.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",E,D,C,B,C,X,D,C,B,C,B,C,B,C,D,D,D,B,C,C,D,D,D,D,D,D,B,C,C,C
Team-centred SSNAP level Team-centred SSNAP score,39.7,48.7,66.5,70.3,66,.,58.9,65,76,64.8,72.2,66.5,70.3,61.2,49.4,41.8,51.3,74.0,66.0,62.0,58.0,56.0,50.0,50.0,54.0,58.0,70.0,66.0,62.0,68.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,129,128,143,147,169,181,168,179,189,268,282,254,240,250,244,248,252,244,218,219,246,251,266,250,253,249,255,262,256
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,1,1,1,0.99,1,1,1,0.99,1,1,1,0.98,0.97,95%,0.91,0.91,87%,89%,83%,80%,83%,87%,87%,86%,83%,86%,89%,86%,84%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,0,1,2,6,6,2,2,0,2,15,25,31,41,47,43,69,53,70,68,62,60,70,43,46,60,44,52,68
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0,0.01,0.01,0.04,0.03,0.01,0.01,0,0.01,0.05,0.1,0.13,16%,0.19,0.17,27%,22%,32%,31%,25%,24%,26%,17%,18%,24%,17%,20%,27%
