SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Team-centred Domain levels: 2) Stroke unit,D,C,D,C,C,D,C,D,D,D,C,C,C,C,D,D,D,E,E,E,E,E,E,E,E,D,D,D,E,D
Team-centred Domain levels: 3) Thrombolysis,C,B,B,A,B,C,B,B,C,B,C,D,C,D,D,E,D,E,E,E,E,D,D,D,D,C,C,C,C,B
Team-centred Domain levels: 4) Specialist Assessments,D,D,D,C,C,D,D,D,D,D,D,D,B,C,D,B,B,B,B,B,B,B,B,B,B,A,A,A,B,B
Team-centred Domain levels: 5) Occupational therapy,D,E,D,D,C,D,C,C,C,D,A,A,A,B,D,C,C,B,B,B,C,C,B,B,A,B,A,A,C,C
Team-centred Domain levels: 6) Physiotherapy,C,D,C,C,C,D,B,B,B,C,A,B,B,B,B,C,B,B,B,B,B,B,B,B,B,A,A,B,B,B
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,E,E,E,E,E,E,E,C,C,D,C,E,E,E,C,C,D,E,E,D,D,C,C,C,C,E,D
Team-centred Domain levels: 8) MDT working,D,D,D,D,D,D,D,D,D,D,C,C,C,C,B,C,B,C,C,C,C,D,C,C,C,B,B,B,C,C
Team-centred Domain levels: 9) Standards by discharge,D,D,C,B,C,C,B,D,C,D,E,D,B,B,E,D,D,C,C,D,E,C,B,B,A,A,A,A,A,A
Team-centred Domain levels: 10) Discharge processes,B,B,A,A,A,B,A,A,B,B,D,D,A,B,C,A,A,A,A,A,A,A,B,B,A,B,C,C,B,C
Team-centred KI level Team-centred Total KI level,D,D,D,C,C,D,C,D,D,D,C,C,B,C,D,D,C,C,C,C,D,D,C,C,B,B,B,B,C,B
Team-centred KI level Team-centred Total KI score,48,50,56,64,62,50,64,58,56,50,60,60,74,68,46.0,56,62,66.0,66.0,62.0,56.0,58.0,64.0,66.0,74.0,80.0,80.0,78.0,66.0,70.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,C,C,D,C,D,D,D,D,D,C,C,D,D,D,D,C,C,D,D,D,C,B,B,B,B,C,B
Team-centred SSNAP level Team-centred SSNAP score,48,50,56,64,62,50,64,58,56,50,57,54,66.8,64.6,43.7,53.2,58.9,59.6,62.7,62.0,56.0,58.0,57.8,66.0,74.0,80.0,80.0,78.0,66.0,70.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,217,233,240,225,233,220,218,220,180,181,164,184,298,306,260,310,374,322,329,392,407,402,405,408,354,339,378,425,415
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.94,0.96,0.94,0.92,0.96,0.96,0.96,0.97,0.93,0.92,0.94,0.95,0.96,88%,0.83,0.88,92%,94%,95%,94%,94%,96%,96%,94%,92%,91%,91%,94%,95%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,94,105,97,89,95,91,87,88,93,65,58,66,114,138,126,106,89,79,91,113,112,84,88,117,114,110,116,117,118
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0.43,0.45,0.4,0.4,0.41,0.41,0.4,0.4,0.52,0.36,0.35,0.36,0.38,45%,0.48,0.34,24%,25%,28%,29%,28%,21%,22%,29%,32%,32%,31%,28%,28%
