SSNAP Scoring Summary:,2013-10-01,2014-01-01,2014-04-01,2014-07-01,2014-10-01,2015-01-01,2015-04-01,2015-07-01,2015-10-01,2016-01-01,2018-04-01,2018-07-01,2018-10-01,2019-01-01,2019-04-01,2019-07-01,2019-10-01,2021-04-01,2021-07-01,2021-10-01,2022-01-01,2022-04-01,2022-07-01,2022-10-01,2023-01-01,2023-04-01,2023-07-01,2023-10-01,2024-01-01,2024-04-01
Patient-centred Domain levels: 6) Physiotherapy,B,B,B,C,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred Domain levels: 7) Speech and Language therapy,E,E,E,D,E,C,D,C,C,C,B,B,B,C,C,B,C,B,B,B,B,B,B,B,C,C,C,C,C,C
Patient-centred Domain levels: 8) MDT working,C,D,D,D,D,D,C,C,C,C,B,B,C,B,C,D,D,C,D,C,C,C,C,C,C,D,B,B,C,C
Patient-centred Domain levels: 9) Standards by discharge,E,E,E,D,B,B,B,B,A,B,C,B,C,C,C,C,C,A,B,B,B,B,C,B,C,B,B,B,B,B
Patient-centred Domain levels: 10) Discharge processes,B,B,C,B,B,B,B,C,B,D,C,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Patient-centred KI level Patient-centred Total KI level,C,C,D,C,C,B,C,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Patient-centred KI level Patient-centred Total KI score,62,62,52,62,62,70,66,76,76,74,74,86,80,80,78.0,80,76,92.0,88.0,90.0,88.0,86.0,84.0,86.0,82.0,80.0,88.0,88.0,84.0,82.0
"Patient-centred SSNAP level Patient-centred SSNAP level 
(after adjustments)",D,D,D,C,C,C,C,B,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Patient-centred SSNAP level Patient-centred SSNAP score,53,55.8,49.4,62,62,66.5,66,76,76,70.3,74,86,80,80,78.0,80,76,92.0,88.0,90.0,88.0,86.0,84.0,86.0,82.0,80.0,88.0,88.0,84.0,82.0
Team-centred Domain levels: 1) Scanning,B,B,C,C,C,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 2) Stroke unit,C,C,D,C,C,C,D,C,C,C,C,C,C,C,C,C,D,B,B,B,C,D,C,D,C,D,C,D,D,D
Team-centred Domain levels: 3) Thrombolysis,B,B,C,B,C,B,C,B,B,B,C,B,B,B,B,B,C,A,A,A,A,A,A,B,A,B,A,A,A,A
Team-centred Domain levels: 4) Specialist Assessments,D,D,E,C,D,D,D,C,C,C,B,B,B,B,B,C,B,A,A,A,A,A,B,A,B,B,B,A,A,B
Team-centred Domain levels: 5) Occupational therapy,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Team-centred Domain levels: 6) Physiotherapy,A,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Team-centred Domain levels: 7) Speech and Language therapy,E,E,E,C,D,D,C,C,C,C,B,B,B,C,C,C,C,C,B,B,B,B,B,B,C,D,C,C,C,C
Team-centred Domain levels: 8) MDT working,C,D,D,D,C,D,B,C,C,B,B,B,B,B,B,C,B,B,B,B,B,B,B,B,C,C,B,B,B,B
Team-centred Domain levels: 9) Standards by discharge,E,E,E,B,B,B,B,B,A,A,C,C,C,C,C,C,C,A,B,B,C,B,B,B,C,B,B,B,B,B
Team-centred Domain levels: 10) Discharge processes,B,A,B,C,C,A,B,C,B,D,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A
Team-centred KI level Team-centred Total KI level,C,C,D,C,C,B,B,B,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Team-centred KI level Team-centred Total KI score,64,62,52,68,64,70,70,76,76,74,80,80,82,80,80.0,76,78,92.0,92.0,92.0,88.0,88.0,88.0,86.0,82.0,78.0,86.0,86.0,82.0,84.0
"Team-centred SSNAP level Team-centred SSNAP level 
(after adjustments)",D,D,D,C,C,C,B,B,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A
Team-centred SSNAP level Team-centred SSNAP score,54.7,55.8,49.4,68,64,66.5,70,76,76,70.3,80,80,82,80,80.0,76,78,92.0,92.0,92.0,88.0,88.0,88.0,86.0,82.0,78.0,86.0,86.0,82.0,84.0
Applicability to be assessed at 6m: Number of patients considered applicable to be assessed at 6 months - (ref B12.1),,160,176,233,269,272,277,250,226,228,272,250,240,258,280,282,290,300,305,328,356,341,353,386,373,367,376,367,339,327
Applicability to be assessed at 6m: Proportion of patients alive who are considered applicable to be assessed at 6 months - (ref B12.3),,0.79,0.83,1,0.99,1,1,1,1,0.99,0.99,1,1,1,100%,1,1,99%,99%,99%,99%,99%,98%,98%,99%,99%,98%,96%,93%,89%
Patients assessed at 6m: Number of applicable patients assessed - (ref B13.1),,0,1,13,47,68,54,32,45,53,3,3,5,4,9,4,13,9,16,13,10,13,12,21,21,20,32,55,73,72
Patients assessed at 6m: Proportion of applicable patients assessed - (ref B13.3),,0,0.01,0.06,0.17,0.25,0.19,0.13,0.2,0.23,0.01,0.01,0.02,0.02,3%,0.01,0.04,3%,5%,4%,3%,4%,3%,5%,6%,5%,9%,15%,22%,22%
